,album_name,track_title,track_n,lyric,line
5855,Lover,Cruel Summer,2,"I'm not dying (Oh yeah, you're right, I want it)",21
5856,Lover,Cruel Summer,2,We say that we'll just screw it up in these trying times,22
5857,Lover,Cruel Summer,2,"We're not trying (Oh yeah, you're right, I want it)",23
5858,Lover,Cruel Summer,2,"So cut the headlights, summer's a knife",24
5859,Lover,Cruel Summer,2,I'm always waiting for you just to cut to the bone,25
5860,Lover,Cruel Summer,2,"Devils roll the dice, angels roll their eyes",26
5861,Lover,Cruel Summer,2,"And if I bleed, you'll be the last to know",27
5862,Lover,Cruel Summer,2,"Oh, it's new, the shape of your body",28
5863,Lover,Cruel Summer,2,"It's blue, the feeling I've got",29
5864,Lover,Cruel Summer,2,"And it's ooh, whoa oh",30
5865,Lover,Cruel Summer,2,It's a cruel summer,31
5866,Lover,Cruel Summer,2,"It's cool, that's what I tell 'em",32
5867,Lover,Cruel Summer,2,No rules in breakable heaven,33
5868,Lover,Cruel Summer,2,"But ooh, whoa oh",34
5869,Lover,Cruel Summer,2,It's a cruel summer,35
5870,Lover,Cruel Summer,2,With you,36
5871,Lover,Cruel Summer,2,I'm drunk in the back of the car,37
5872,Lover,Cruel Summer,2,And I cried like a baby coming home from the bar (Oh),38
5873,Lover,Cruel Summer,2,"Said, ""I'm fine,"" but it wasn't true",39
5874,Lover,Cruel Summer,2,I don't wanna keep secrets just to keep you,40
5875,Lover,Cruel Summer,2,And I snuck in through the garden gate,41
5876,Lover,Cruel Summer,2,Every night that summer just to seal my fate (Oh),42
5877,Lover,Cruel Summer,2,"And I scream, ""For whatever it's worth",43
5878,Lover,Cruel Summer,2,"I love you, ain't that the worst thing you ever heard?""",44
5879,Lover,Cruel Summer,2,"He looks up, grinning like a devil",45
5880,Lover,Cruel Summer,2,"It's new, the shape of your body",46
5881,Lover,Cruel Summer,2,"It's blue, the feeling I've got",47
5882,Lover,Cruel Summer,2,"And it's ooh, whoa oh",48
5883,Lover,Cruel Summer,2,It's a cruel summer,49
5884,Lover,Cruel Summer,2,"It's cool, that's what I tell 'em",50
5885,Lover,Cruel Summer,2,No rules in breakable heaven,51
5886,Lover,Cruel Summer,2,"But ooh, whoa oh",52
5887,Lover,Cruel Summer,2,It's a cruel summer,53
5888,Lover,Cruel Summer,2,With you,54
5889,Lover,Cruel Summer,2,I'm drunk in the back of the car,55
5890,Lover,Cruel Summer,2,And I cried like a baby coming home from the bar (Oh),56
5891,Lover,Cruel Summer,2,"Said, ""I'm fine,"" but it wasn't true",57
5892,Lover,Cruel Summer,2,I don't wanna keep secrets just to keep you,58
5893,Lover,Cruel Summer,2,And I snuck in through the garden gate,59
5894,Lover,Cruel Summer,2,Every night that summer just to seal my fate (Oh),60
5895,Lover,Cruel Summer,2,"And I scream, ""For whatever it's worth",61
5896,Lover,Cruel Summer,2,"I love you, ain't that the worst thing you ever heard?""",62
5897,Lover,Cruel Summer,2,"(Yeah, yeah, yeah, yeah)",63
5898,Lover,Lover,3,We could leave the Christmas lights up 'til January,1
5899,Lover,Lover,3,"And this is our place, we make the rules",2
5900,Lover,Lover,3,"And there's a dazzling haze, a mysterious way about you, dear",3
5901,Lover,Lover,3,Have I known you twenty seconds or twenty years?,4
5902,Lover,Lover,3,Can I go where you go?,5
5903,Lover,Lover,3,Can we always be this close?,6
5904,Lover,Lover,3,"Forever and ever, ah",7
5905,Lover,Lover,3,"Take me out, and take me home",8
5906,Lover,Lover,3,"You're my, my, my, my lover",9
5907,Lover,Lover,3,We could let our friends crash in the living room,10
5908,Lover,Lover,3,"This is our place, we make the call",11
5909,Lover,Lover,3,And I'm highly suspicious that everyone who sees you wants you,12
5910,Lover,Lover,3,"I've loved you three summers now, honey, but I want 'em all",13
5911,Lover,Lover,3,Can I go where you go?,14
5912,Lover,Lover,3,Can we always be this close?,15
5913,Lover,Lover,3,"Forever and ever, ah",16
5914,Lover,Lover,3,"Take me out, and take me home (Forever and ever)",17
5915,Lover,Lover,3,"You're my, my, my, my lover",18
5916,Lover,Lover,3,"Ladies and gentlemen, will you please stand?",19
5917,Lover,Lover,3,With every guitar string scar on my hand,20
5918,Lover,Lover,3,I take this magnetic force of a man to be my lover,21
5919,Lover,Lover,3,My heart's been borrowed and yours has been blue,22
5920,Lover,Lover,3,All's well that ends well to end up with you,23
5921,Lover,Lover,3,Swear to be overdramatic and true to my lover,24
5922,Lover,Lover,3,And you'll save all your dirtiest jokes for me,25
5923,Lover,Lover,3,"And at every table, I'll save you a seat, lover",26
5924,Lover,Lover,3,Can I go where you go?,27
5925,Lover,Lover,3,Can we always be this close?,28
5926,Lover,Lover,3,"Forever and ever, ah",29
5927,Lover,Lover,3,"Take me out, and take me home (Forever and ever)",30
5928,Lover,Lover,3,"You're my, my, my, my",31
5929,Lover,Lover,3,"Oh, you're my, my, my, my",32
5930,Lover,Lover,3,"Darling, you're my, my, my, my lover",33
5931,Lover,The Man,4,"I would be complex, I would be cool",1
5932,Lover,The Man,4,They'd say I played the field before I found someone to commit to,2
5933,Lover,The Man,4,And that would be okay for me to do,3
5934,Lover,The Man,4,Every conquest I had made would make me more of a boss to you,4
5935,Lover,The Man,4,I’d be a fearless leader,5
5936,Lover,The Man,4,I'd be an alpha type,6
5937,Lover,The Man,4,When everyone believes ya,7
5938,Lover,The Man,4,What's that like?,8
5939,Lover,The Man,4,I’m so sick of running as fast as I can,9
5940,Lover,The Man,4,Wondering if I'd get there quicker if I was a man,10
5941,Lover,The Man,4,And I'm so sick of them coming at me again,11
5942,Lover,The Man,4,"'Cause if I was a man, then I'd be the man",12
5943,Lover,The Man,4,I'd be the man,13
5944,Lover,The Man,4,I'd be the man,14
5945,Lover,The Man,4,"They'd say I hustled, put in the work",15
5946,Lover,The Man,4,They wouldn’t shake their heads and question how much of this I deserve,16
5947,Lover,The Man,4,"What I was wearing, if I was rude",17
5948,Lover,The Man,4,Could all be separated from my good ideas and power moves,18
5949,Lover,The Man,4,"And they would toast to me, oh, let the players play",19
5950,Lover,The Man,4,I’d be just like Leo in Saint-Tropez,20
5951,Lover,The Man,4,I'm so sick of running as fast as I can,21
5952,Lover,The Man,4,Wondering if I’d get there quicker if I was a man,22
5953,Lover,The Man,4,And I'm so sick of them coming at me again,23
5954,Lover,The Man,4,"'Cause if I was a man, then I'd be the man",24
5955,Lover,The Man,4,I’d be the man,25
5956,Lover,The Man,4,I'd be the man,26
5957,Lover,The Man,4,What's it like to brag about raking in dollars,27
5958,Lover,The Man,4,And getting bitches and models?,28
5959,Lover,The Man,4,And it's all good if you're bad,29
5960,Lover,The Man,4,And it's okay if you're mad,30
5961,Lover,The Man,4,If I was out flashing my dollars,31
5962,Lover,The Man,4,"I'd be a bitch, not a baller",32
5963,Lover,The Man,4,They'd paint me out to be bad,33
5964,Lover,The Man,4,"So, it's okay that I'm mad",34
5965,Lover,The Man,4,I'm so sick of running as fast as I can,35
5966,Lover,The Man,4,Wondering if I'd get there quicker if I was a man (You know that),36
5967,Lover,The Man,4,And I'm so sick of them coming at me again (Coming at me again),37
5968,Lover,The Man,4,'Cause if I was a man (If I was a man),38
5969,Lover,The Man,4,Then I'd be the man (Then I'd be the man),39
5970,Lover,The Man,4,I'm so sick of running as fast as I can (As fast as I can),40
5971,Lover,The Man,4,Wondering if I'd get there quicker if I was a man (Hey),41
5972,Lover,The Man,4,And I'm so sick of them coming at me again (Coming at me again),42
5973,Lover,The Man,4,"'Cause if I was a man (If I was a man), then I'd be the man",43
5974,Lover,The Man,4,I'd be the man,44
5975,Lover,The Man,4,I'd be the man (Oh),45
5976,Lover,The Man,4,I'd be the man (Yeah),46
5977,Lover,The Man,4,I'd be the man (I'd be the man),47
5978,Lover,The Man,4,"If I was a man, then I'd be the man",48
5979,Lover,The Archer,5,"Combat, I'm ready for combat",1
5980,Lover,The Archer,5,"I say I don't want that, but what if I do?",2
5981,Lover,The Archer,5,'Cause cruelty wins in the movies,3
5982,Lover,The Archer,5,I've got a hundred thrown-out speeches I almost said to you,4
5983,Lover,The Archer,5,"Easy they come, easy they go",5
5984,Lover,The Archer,5,"I jump from the train, I ride off alone",6
5985,Lover,The Archer,5,"I never grew up, it's getting so old",7
5986,Lover,The Archer,5,Help me hold on to you,8
5987,Lover,The Archer,5,"I've been the archer, I've been the prey",9
5988,Lover,The Archer,5,"Who could ever leave me, darling",10
5989,Lover,The Archer,5,But who could stay?,11
5990,Lover,The Archer,5,"Dark side, I search for your dark side",12
5991,Lover,The Archer,5,"But what if I'm alright, right, right, right here?",13
5992,Lover,The Archer,5,And I cut off my nose just to spite my face,14
5993,Lover,The Archer,5,Then I hate my reflection for years and years,15
5994,Lover,The Archer,5,"I wake in the night, I pace like a ghost",16
5995,Lover,The Archer,5,"The room is on fire, invisible smoke",17
5996,Lover,The Archer,5,And all of my heroes die all alone,18
5997,Lover,The Archer,5,Help me hold on to you,19
5998,Lover,The Archer,5,"I've been the archer, I've been the prey",20
5999,Lover,The Archer,5,"Screaming, who could ever leave me, darling",21
6000,Lover,The Archer,5,But who could stay?,22
6001,Lover,The Archer,5,"(I see right through me, I see right through me)",23
6002,Lover,The Archer,5,'Cause they see right through me,24
6003,Lover,The Archer,5,They see right through me,25
6004,Lover,The Archer,5,They see right through,26
6005,Lover,The Archer,5,Can you see right through me?,27
6006,Lover,The Archer,5,They see right through,28
6007,Lover,The Archer,5,They see right through me,29
6008,Lover,The Archer,5,I see right through me,30
6009,Lover,The Archer,5,I see right through me,31
6010,Lover,The Archer,5,"All the king's horses, all the king's men",32
6011,Lover,The Archer,5,Couldn't put me together again,33
6012,Lover,The Archer,5,'Cause all of my enemies started out friends,34
6013,Lover,The Archer,5,Help me hold on to you,35
6014,Lover,The Archer,5,"I've been the archer, I've been the prey",36
6015,Lover,The Archer,5,"Who could ever leave me, darling",37
6016,Lover,The Archer,5,But who could stay?,38
6017,Lover,The Archer,5,"(I see right through me, I see right through me)",39
6018,Lover,The Archer,5,Who could stay?,40
6019,Lover,The Archer,5,Who could stay?,41
6020,Lover,The Archer,5,Who could stay?,42
6021,Lover,The Archer,5,You could stay,43
6022,Lover,The Archer,5,You could stay,44
6023,Lover,The Archer,5,"Combat, I'm ready for combat",45
6024,Lover,I Think He Knows,6,I think he knows,1
6025,Lover,I Think He Knows,6,His footprints on the sidewalk,2
6026,Lover,I Think He Knows,6,Lead to where I can't stop,3
6027,Lover,I Think He Knows,6,Go there every night,4
6028,Lover,I Think He Knows,6,I think he knows,5
6029,Lover,I Think He Knows,6,His hands around a cold glass,6
6030,Lover,I Think He Knows,6,Make me wanna know that,7
6031,Lover,I Think He Knows,6,Body like it's mine,8
6032,Lover,I Think He Knows,6,He got that boyish look that I like in a man,9
6033,Lover,I Think He Knows,6,"I am an architect, I'm drawing up the plans",10
6034,Lover,I Think He Knows,6,"It's like I'm 17, nobody understands",11
6035,Lover,I Think He Knows,6,No one understands,12
6036,Lover,I Think He Knows,6,He got my heartbeat,13
6037,Lover,I Think He Knows,6,Skipping down 16th Avenue,14
6038,Lover,I Think He Knows,6,"Got that, ah, I mean",15
6039,Lover,I Think He Knows,6,Wanna see what's under that attitude like,16
6040,Lover,I Think He Knows,6,"I want you, bless my soul",17
6041,Lover,I Think He Knows,6,"And I ain't gotta tell him, I think he knows",18
6042,Lover,I Think He Knows,6,I think he knows,19
6043,Lover,I Think He Knows,6,I think he knows,20
6044,Lover,I Think He Knows,6,When we get all alone,21
6045,Lover,I Think He Knows,6,I'll make myself at home,22
6046,Lover,I Think He Knows,6,And he'll want me to stay,23
6047,Lover,I Think He Knows,6,I think he knows,24
6048,Lover,I Think He Knows,6,He'd better lock it down,25
6049,Lover,I Think He Knows,6,Or I won't stick around,26
6050,Lover,I Think He Knows,6,'Cause good ones never wait (Ha),27
6051,Lover,I Think He Knows,6,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,28
6052,Lover,I Think He Knows,6,He got that boyish look that I like in a man,29
6053,Lover,I Think He Knows,6,"I am an architect, I'm drawing up the plans",30
6054,Lover,I Think He Knows,6,"He's so obsessed with me and, boy, I understand",31
6055,Lover,I Think He Knows,6,"Boy, I understand",32
6056,Lover,I Think He Knows,6,He got my heartbeat (Heartbeat),33
6057,Lover,I Think He Knows,6,Skipping down 16th Avenue,34
6058,Lover,I Think He Knows,6,"Got that, ah, I mean (I mean)",35
6059,Lover,I Think He Knows,6,Wanna see what's under that attitude like,36
6060,Lover,I Think He Knows,6,"I want you, bless my soul",37
6061,Lover,I Think He Knows,6,"And I ain't gotta tell him, I think he knows",38
6062,Lover,I Think He Knows,6,I think he knows,39
6063,Lover,I Think He Knows,6,"I want you, bless my",40
6064,Lover,I Think He Knows,6,"I want you, bless my",41
6065,Lover,I Think He Knows,6,"I want you, bless my",42
6066,Lover,I Think He Knows,6,"I want you, bless my soul",43
6067,Lover,I Think He Knows,6,"Lyrical smile, indigo eyes, hand on my thigh",44
6068,Lover,I Think He Knows,6,"We could follow the sparks, I'll drive",45
6069,Lover,I Think He Knows,6,"Lyrical smile, indigo eyes, hand on my thigh",46
6070,Lover,I Think He Knows,6,"We could follow the sparks, I'll drive",47
6071,Lover,I Think He Knows,6,"""So where we gonna go?""",48
6072,Lover,I Think He Knows,6,I whisper in the dark,49
6073,Lover,I Think He Knows,6,"""Where we gonna go?""",50
6074,Lover,I Think He Knows,6,I think he knows,51
6075,Lover,I Think He Knows,6,He got my heartbeat (Heartbeat),52
6076,Lover,I Think He Knows,6,Skipping down 16th Avenue (Baby),53
6077,Lover,I Think He Knows,6,"Got that, ah, I mean (I mean)",54
6078,Lover,I Think He Knows,6,Wanna see what's under that attitude like (Yeah),55
6079,Lover,I Think He Knows,6,"I want you, bless my soul",56
6080,Lover,I Think He Knows,6,"And I ain't gotta tell him, I think he knows",57
6081,Lover,I Think He Knows,6,I think he knows,58
6082,Lover,I Think He Knows,6,"I want you, bless my",59
6083,Lover,I Think He Knows,6,"I want you, bless my",60
6084,Lover,I Think He Knows,6,"I want you, bless my (Oh, baby)",61
6085,Lover,I Think He Knows,6,"I want you, bless my soul (He got my heartbeat)",62
6086,Lover,I Think He Knows,6,"I want you, bless my (Skipping down 16th Avenue, baby)",63
6087,Lover,I Think He Knows,6,"I want you, bless my",64
6088,Lover,I Think He Knows,6,"I want you, bless my soul",65
6089,Lover,I Think He Knows,6,"And I ain't gotta tell him, I think he knows",66
6090,Lover,Miss Americana & The Heartbreak Prince,7,"You know I adore you, I'm crazier for you",1
6091,Lover,Miss Americana & The Heartbreak Prince,7,"Than I was at 16, lost in a film scene",2
6092,Lover,Miss Americana & The Heartbreak Prince,7,"Waving homecoming queens, marching band playing",3
6093,Lover,Miss Americana & The Heartbreak Prince,7,I'm lost in the lights,4
6094,Lover,Miss Americana & The Heartbreak Prince,7,American glory faded before me,5
6095,Lover,Miss Americana & The Heartbreak Prince,7,"Now I'm feeling hopeless, ripped up my prom dress",6
6096,Lover,Miss Americana & The Heartbreak Prince,7,"Running through rose thorns, I saw the scoreboard",7
6097,Lover,Miss Americana & The Heartbreak Prince,7,And ran for my life (Ah),8
6098,Lover,Miss Americana & The Heartbreak Prince,7,No cameras catch my pageant smile,9
6099,Lover,Miss Americana & The Heartbreak Prince,7,"I counted days, I counted miles",10
6100,Lover,Miss Americana & The Heartbreak Prince,7,"To see you there, to see you there",11
6101,Lover,Miss Americana & The Heartbreak Prince,7,"It's been a long time coming, but",12
6102,Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, that's my whole world",13
6103,Lover,Miss Americana & The Heartbreak Prince,7,"They whisper in the hallway, ""She's a bad, bad girl"" (Okay)",14
6104,Lover,Miss Americana & The Heartbreak Prince,7,The whole school is rolling fake dice,15
6105,Lover,Miss Americana & The Heartbreak Prince,7,"You play stupid games, you win stupid prizes",16
6106,Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, there's nothing like this",17
6107,Lover,Miss Americana & The Heartbreak Prince,7,Miss Americana and The Heartbreak Prince (Okay),18
6108,Lover,Miss Americana & The Heartbreak Prince,7,"We're so sad, we paint the town blue",19
6109,Lover,Miss Americana & The Heartbreak Prince,7,Voted most likely to run away with you,20
6110,Lover,Miss Americana & The Heartbreak Prince,7,"My team is losing, battered and bruising",21
6111,Lover,Miss Americana & The Heartbreak Prince,7,I see the high fives between the bad guys,22
6112,Lover,Miss Americana & The Heartbreak Prince,7,"Leave with my head hung, you are the only one",23
6113,Lover,Miss Americana & The Heartbreak Prince,7,Who seems to care,24
6114,Lover,Miss Americana & The Heartbreak Prince,7,American stories burning before me,25
6115,Lover,Miss Americana & The Heartbreak Prince,7,"I'm feeling helpless, the damsels are depressed",26
6116,Lover,Miss Americana & The Heartbreak Prince,7,"Boys will be boys then, where are the wise men?",27
6117,Lover,Miss Americana & The Heartbreak Prince,7,"Darling, I'm scared (Ah)",28
6118,Lover,Miss Americana & The Heartbreak Prince,7,No cameras catch my muffled cries,29
6119,Lover,Miss Americana & The Heartbreak Prince,7,"I counted days, I counted miles",30
6120,Lover,Miss Americana & The Heartbreak Prince,7,"To see you there, to see you there",31
6121,Lover,Miss Americana & The Heartbreak Prince,7,"And now the storm is coming, but",32
6122,Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, that's my whole world",33
6123,Lover,Miss Americana & The Heartbreak Prince,7,"They whisper in the hallway, ""She's a bad, bad girl"" (Okay)",34
6124,Lover,Miss Americana & The Heartbreak Prince,7,The whole school is rolling fake dice,35
6125,Lover,Miss Americana & The Heartbreak Prince,7,"You play stupid games, you win stupid prizes",36
6126,Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, there's nothing like this",37
6127,Lover,Miss Americana & The Heartbreak Prince,7,Miss Americana and The Heartbreak Prince (Okay),38
6128,Lover,Miss Americana & The Heartbreak Prince,7,"We're so sad, we paint the town blue",39
6129,Lover,Miss Americana & The Heartbreak Prince,7,Voted most likely to run away with you,40
6130,Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",41
6131,Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), I think you should come home",42
6132,Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",43
6133,Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), I think you should come home",44
6134,Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",45
6135,Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), just thought you should know",46
6136,Lover,Miss Americana & The Heartbreak Prince,7,And I'll never let you (Go) 'cause I know this is a (Fight),47
6137,Lover,Miss Americana & The Heartbreak Prince,7,That someday we're gonna (Win),48
6138,Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, that's my whole world",49
6139,Lover,Miss Americana & The Heartbreak Prince,7,"They whisper in the hallway, ""She's a bad, bad girl""",50
6140,Lover,Miss Americana & The Heartbreak Prince,7,"Oh, I just thought you should know (You should know)",51
6141,Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, there's nothing like this (Like this)",52
6142,Lover,Miss Americana & The Heartbreak Prince,7,Miss Americana and The Heartbreak Prince (Okay),53
6143,Lover,Miss Americana & The Heartbreak Prince,7,"We're so sad, we paint the town blue (Paint it blue)",54
6144,Lover,Miss Americana & The Heartbreak Prince,7,Voted most likely to run away with you,55
6145,Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",56
6146,Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), I think you should come home",57
6147,Lover,Miss Americana & The Heartbreak Prince,7,And I'll never let you (Go) 'cause I know this is a (Fight),58
6148,Lover,Miss Americana & The Heartbreak Prince,7,"That someday we're gonna (Win), just thought you should know",59
6149,Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, that's my whole world",60
6150,Lover,Miss Americana & The Heartbreak Prince,7,"They whisper in the hallway, ""She's a bad, bad girl""",61
6151,Lover,Miss Americana & The Heartbreak Prince,7,"""She's a bad, bad girl""",62
6152,Lover,Paper Rings,8,The moon is high,1
6153,Lover,Paper Rings,8,Like your friends were the night that we first met,2
6154,Lover,Paper Rings,8,Went home and tried to stalk you on the internet,3
6155,Lover,Paper Rings,8,Now I've read all of the books beside your bed,4
6156,Lover,Paper Rings,8,The wine is cold,5
6157,Lover,Paper Rings,8,Like the shoulder that I gave you in the street,6
6158,Lover,Paper Rings,8,Cat and mouse for a month or two or three,7
6159,Lover,Paper Rings,8,Now I wake up in the night and watch you breathe,8
6160,Lover,Paper Rings,8,(Ayy),9
6161,Lover,Paper Rings,8,Kiss me once 'cause you know I had a long night (Oh),10
6162,Lover,Paper Rings,8,Kiss me twice 'cause it's gonna be alright (Uh),11
6163,Lover,Paper Rings,8,"Three times 'cause I waited my whole life (1, 2, 1, 2, 3, 4)",12
6164,Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",13
6165,Lover,Paper Rings,8,"Uh huh, that's right",14
6166,Lover,Paper Rings,8,"Darling, you're the one I want, and",15
6167,Lover,Paper Rings,8,I hate accidents except when we went from friends to this,16
6168,Lover,Paper Rings,8,"Uh huh, that's right",17
6169,Lover,Paper Rings,8,"Darling, you're the one I want",18
6170,Lover,Paper Rings,8,"In paper rings, in picture frames, in dirty dreams",19
6171,Lover,Paper Rings,8,"Oh, you're the one I want",20
6172,Lover,Paper Rings,8,"In the winter, in the icy outdoor pool",21
6173,Lover,Paper Rings,8,"When you jumped in first, I went in too",22
6174,Lover,Paper Rings,8,I'm with you even if it makes me blue,23
6175,Lover,Paper Rings,8,Which takes me back,24
6176,Lover,Paper Rings,8,To the color that we painted your brother's wall,25
6177,Lover,Paper Rings,8,"Honey, without all the exes, fights, and flaws",26
6178,Lover,Paper Rings,8,"We wouldn't be standing here so tall, so",27
6179,Lover,Paper Rings,8,(Ayy),28
6180,Lover,Paper Rings,8,Kiss you once 'cause I know you had a long night (Oh),29
6181,Lover,Paper Rings,8,Kiss you twice 'cause it's gonna be alright (Uh),30
6182,Lover,Paper Rings,8,"Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4)",31
6183,Lover,Paper Rings,8,Ah,32
6184,Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",33
6185,Lover,Paper Rings,8,"Uh huh, that's right",34
6186,Lover,Paper Rings,8,"Darling, you're the one I want, and",35
6187,Lover,Paper Rings,8,I hate accidents except when we went from friends to this,36
6188,Lover,Paper Rings,8,"Uh huh, that's right",37
6189,Lover,Paper Rings,8,"Darling, you're the one I want",38
6190,Lover,Paper Rings,8,"In paper rings, in picture frames, in dirty dreams",39
6191,Lover,Paper Rings,8,"Oh, you're the one I want",40
6192,Lover,Paper Rings,8,I want to drive away with you,41
6193,Lover,Paper Rings,8,I want your complications too,42
6194,Lover,Paper Rings,8,I want your dreary Mondays,43
6195,Lover,Paper Rings,8,"Wrap your arms around me, baby boy",44
6196,Lover,Paper Rings,8,I want to drive away with you,45
6197,Lover,Paper Rings,8,I want your complications too,46
6198,Lover,Paper Rings,8,I want your dreary Mondays,47
6199,Lover,Paper Rings,8,"Wrap your arms around me, baby boy",48
6200,Lover,Paper Rings,8,Uh huh,49
6201,Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",50
6202,Lover,Paper Rings,8,"Ah-ah, that's right, you're the one I want",51
6203,Lover,Paper Rings,8,I hate accidents except when we went from friends to this,52
6204,Lover,Paper Rings,8,"Ah-ah, darling, you're the one I want",53
6205,Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",54
6206,Lover,Paper Rings,8,"Uh huh, that's right",55
6207,Lover,Paper Rings,8,"Darling, you're the one I want, and",56
6208,Lover,Paper Rings,8,I hate accidents except when we went from friends to this,57
6209,Lover,Paper Rings,8,"Uh huh, that's right",58
6210,Lover,Paper Rings,8,"Darling, you're the one I want",59
6211,Lover,Paper Rings,8,"In paper rings, in picture frames, in all my dreams",60
6212,Lover,Paper Rings,8,You're the one I want,61
6213,Lover,Paper Rings,8,"In paper rings, in picture frames, in all my dreams",62
6214,Lover,Paper Rings,8,"Oh, you're the one I want",63
6215,Lover,Paper Rings,8,"You're the one I want, one I want",64
6216,Lover,Paper Rings,8,"You're the one I want, one I want",65
6217,Lover,Cornelia Street,9,We were in the backseat,1
6218,Lover,Cornelia Street,9,Drunk on something stronger than the drinks in the bar,2
6219,Lover,Cornelia Street,9,"""I rent a place on Cornelia Street""",3
6220,Lover,Cornelia Street,9,I say casually in the car,4
6221,Lover,Cornelia Street,9,We were a fresh page on the desk,5
6222,Lover,Cornelia Street,9,Filling in the blanks as we go,6
6223,Lover,Cornelia Street,9,As if the street lights pointed in an arrow head,7
6224,Lover,Cornelia Street,9,Leading us home,8
6225,Lover,Cornelia Street,9,"And I hope I never lose you, hope it never ends",9
6226,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,10
6227,Lover,Cornelia Street,9,That's the kinda heartbreak time could never mend,11
6228,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,12
6229,Lover,Cornelia Street,9,"And baby, I get mystified by how this city screams your name",13
6230,Lover,Cornelia Street,9,"And baby, I'm so terrified of if you ever walk away",14
6231,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,15
6232,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,16
6233,Lover,Cornelia Street,9,"Windows flung right open, autumn air",17
6234,Lover,Cornelia Street,9,Jacket 'round my shoulders is yours,18
6235,Lover,Cornelia Street,9,We bless the rains on Cornelia Street,19
6236,Lover,Cornelia Street,9,Memorize the creaks in the floor,20
6237,Lover,Cornelia Street,9,"Back when we were card sharks, playing games",21
6238,Lover,Cornelia Street,9,I thought you were leading me on,22
6239,Lover,Cornelia Street,9,"I packed my bags, left Cornelia Street",23
6240,Lover,Cornelia Street,9,Before you even knew I was gone,24
6241,Lover,Cornelia Street,9,"But then you called, showed your hand",25
6242,Lover,Cornelia Street,9,I turned around before I hit the tunnel,26
6243,Lover,Cornelia Street,9,"Sat on the roof, you and I",27
6244,Lover,Cornelia Street,9,"I hope I never lose you, hope it never ends",28
6245,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,29
6246,Lover,Cornelia Street,9,That's the kinda heartbreak time could never mend,30
6247,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,31
6248,Lover,Cornelia Street,9,"And baby, I get mystified by how this city screams your name",32
6249,Lover,Cornelia Street,9,"And baby, I'm so terrified of if you ever walk away",33
6250,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,34
6251,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,35
6252,Lover,Cornelia Street,9,You hold my hand on the street,36
6253,Lover,Cornelia Street,9,Walk me back to that apartment,37
6254,Lover,Cornelia Street,9,"Years ago, we were just inside",38
6255,Lover,Cornelia Street,9,Barefoot in the kitchen,39
6256,Lover,Cornelia Street,9,Sacred new beginnings,40
6257,Lover,Cornelia Street,9,"That became my religion, listen",41
6258,Lover,Cornelia Street,9,I hope I never lose you,42
6259,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,43
6260,Lover,Cornelia Street,9,"Oh, never again",44
6261,Lover,Cornelia Street,9,"And baby, I get mystified by how this city screams your name",45
6262,Lover,Cornelia Street,9,"And baby, I'm so terrified of if you ever walk away",46
6263,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,47
6264,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,48
6265,Lover,Cornelia Street,9,I don't wanna lose you (Hope it never ends),49
6266,Lover,Cornelia Street,9,I'd never walk Cornelia Street again,50
6267,Lover,Cornelia Street,9,I don't wanna lose you (Yeah),51
6268,Lover,Cornelia Street,9,"""I rent a place on Cornelia Street""",52
6269,Lover,Cornelia Street,9,I say casually in the car,53
